frame_idx,ear,mar,pitch,yaw,roll,detected,video,camera,gender,glasses,action,label,subject,split,ear_norm,mar_norm,pitch_norm,yaw_norm,roll_norm
18,0.3238695200261899,0.3544911917532472,27.532536447614,4.436713921581654,9.777540532120597,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3807523712433717,-0.037446238223522804,0.5310330621905086,0.21783968043148713,0.2648135603251008
19,0.3315004833156685,0.3547741415678694,27.710303134159027,4.58277616668868,9.942913087293944,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.4787955958001174,-0.03169693412391664,0.545953792039727,0.24834228679087947,0.2932949799539841
20,0.3211932502421722,0.3618075988916484,28.15872318651324,4.825839022742174,10.264966914695837,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.34636744375057954,0.1112170489794235,0.5835916340346889,0.2991018147808593,0.3487609561052653
21,0.3221519618396964,0.3631753567409396,27.57160338585329,4.737352126294994,10.071103185235112,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3586850467681199,0.13900874702559035,0.5343121199421809,0.28062283707984614,0.31537262136130817
22,0.3280074216280153,0.3643367795561367,27.434929294604014,5.180455718775642,10.125639199086956,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.4339164608283456,0.16260788937422577,0.52284047003661,0.3731574578366763,0.32476512965128906
23,0.3217658328471326,0.3609648783138493,27.16759484041729,5.350501356480391,9.894573021737417,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3537240306958766,0.09409367012429998,0.5004019285537656,0.4086685863027574,0.2849695737790599
24,0.3120030904050041,0.3595555748005662,27.01156651704741,5.486143978210991,9.623901604542253,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.22829153767589294,0.06545779885742119,0.48730579391191964,0.43699523220069453,0.2383529740258592
25,0.3354763622942833,0.3597043837886381,26.72148964987657,6.002618070410411,9.854059176003044,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.5298780058083313,0.06848147330768523,0.46295838296173886,0.5448520292644392,0.2779920445274198
26,0.3200756639851916,0.3600451885726476,26.905876927208663,6.180261546189625,10.353082559476896,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3320086064454968,0.07540634210283728,0.4784348077417453,0.5819498365043402,0.3639367429959516
27,0.3143241490109526,0.3583497884326316,26.6340759170758,6.192006135817251,10.481818942049845,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.25811268364132256,0.04095722614040946,0.455621368824944,0.5844024935479285,0.3861084687077617
28,0.3159048645842689,0.3588682139667916,26.549415713172976,6.142323213260343,10.70716021911452,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.27842184331565556,0.05149120034663559,0.4485154703241366,0.5740270633439967,0.4249180490825704
29,0.3179086220018997,0.3606415448780494,26.978073804133714,5.777782468137204,10.251582443090152,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3041662783236034,0.08752380454419162,0.4844946050946262,0.49789895205621654,0.34645580485503047
30,0.3179847259781939,0.3595168045932003,26.955886160215115,5.849678674229423,10.299620502623592,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.30514406827677504,0.0646700205991137,0.48263229980371775,0.5129132473079279,0.3547291978028204
31,0.3176490134869513,0.3597339206461915,26.96834993949965,5.724758864227881,10.375200813091569,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.30083080743187185,0.06908163760342001,0.4836784389157145,0.4868258775829513,0.3677460767877481
32,0.3142902150650988,0.3578277509333369,26.782605530438538,5.478895461463454,9.710555196578936,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.2576766976003426,0.030349859816982818,0.4680881041771436,0.4354815032224937,0.2532769577217016
33,0.3239199339173214,0.3548924431464043,26.765043750230976,5.648662775288735,9.796818671235393,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3814000929347861,-0.02929314477572911,0.46661406771260044,0.4709345084978104,0.26813375314196175
34,0.321634302246211,0.354023448585656,26.819655083147317,5.442435393139239,9.517665101331444,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.35203411505180265,-0.046950389037637826,0.4711978340019275,0.4278674403884248,0.22005630790323324
35,0.3255549472318859,0.353592913039505,26.675836904486307,5.852156934638394,10.202652213278991,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.40240687431638933,-0.05569851203541096,0.4591265498208835,0.5134307896862167,0.33802875717273173
36,0.3276705450567275,0.3560533526228412,27.13353071814354,6.108637366887232,10.54838614503516,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.42958824379023997,-0.005704433042297518,0.497542778867873,0.5669923494037236,0.3975730580996258
37,0.3325252577256278,0.3571030031337194,27.10142160990468,5.681522075654887,10.397511604318929,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.491961979097253,0.015623589361264819,0.4948477219984297,0.47779661241507754,0.3715885705227743
38,0.321951570765668,0.3636820550102377,27.260513914591005,5.355519519554042,10.260235726413695,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.356110406277158,0.14930443299671883,0.5082010298957053,0.40971654399210167,0.3479461234465713
39,0.3051125625882004,0.3615412400282037,27.353514151194634,5.159939021347364,10.245375939474934,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.1397614870872799,0.10580485916189801,0.516006943552788,0.36887289583373745,0.3453868848416225
40,0.3004710020694427,0.3598274782460228,27.530670705049427,4.786245089190814,10.10838336945902,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.08012634759424488,0.07098264995424182,0.530876462316172,0.29083329769451627,0.32179323069161825
41,0.3155799065783511,0.359635017409945,27.280545213106237,4.484571955568644,10.392521214662324,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.2742467569553739,0.06707200638180102,0.5098823437542449,0.22783401381154655,0.3707290967015443
42,0.3099181973984829,0.3622515261533166,27.445114266913727,4.249057828772573,10.163731472584134,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.2015046661551005,0.12023728046055825,0.5236953389848283,0.1786509090573187,0.3313256017015278
43,0.3086352043970292,0.3601050533597783,27.258634609344423,4.27657655454235,10.688681337765876,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.18502066981355123,0.0766227446176516,0.5080432916465797,0.1843977251428343,0.4217355090691359
44,0.3238773185461996,0.3623873007416195,27.396741745150745,4.45003001620784,10.970334914792932,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.38085256725002475,0.12299610678527045,0.5196352232039783,0.2206205194657589,0.4702435200197734
45,0.3213766587542931,0.3607928047015175,27.648119149898253,4.439279043363767,10.963234978387062,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.34872389093258616,0.09059727792438094,0.5407344202432682,0.2183753623246852,0.46902072783456455
46,0.3237083131718448,0.3572270344836678,27.443769134891586,4.318786134934744,11.316108817416865,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3786811727300153,0.01814380288284062,0.5235824362137637,0.19321247541838224,0.5297947049611069
47,0.3226093173200013,0.3538190955503535,27.21443670036603,4.275018554698379,11.406733206758188,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.36456118643185237,-0.05110267217378439,0.5043335692425458,0.18407236347313094,0.5454025623757546
48,0.3239022610469282,0.3557643887031843,26.86233570776378,4.074057322905959,11.390988483226224,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3811730304873872,-0.011575938737186445,0.47478020414154776,0.14210504096366788,0.542690914863357
49,0.3200680209300128,0.3548774529806761,27.134566857900708,3.9755179049976537,11.39323983537824,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.33191040786338216,-0.02959773243340262,0.49762974657652087,0.1215267657691556,0.5430786557754252
50,0.3207129168305592,0.3553069904314021,27.134444827775667,4.003396739182937,11.53734253096798,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3401960817939817,-0.020869889901711267,0.497619504058282,0.1273487843495858,0.5678968569481799
51,0.3226839922221373,0.3538610439558193,27.13640170776778,4.175149276536356,11.815529335357782,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3655206155263371,-0.050250315582427645,0.4977837534926229,0.16321636966760836,0.615807800228574
52,0.3233704293513333,0.354824450616575,27.00066905647128,4.276639649686696,11.467450413726892,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3743400144736032,-0.03067469623923473,0.486391122729939,0.18441090148658937,0.5558596315584657
53,0.3260376810653806,0.3546843511050614,26.83818298896748,4.456437209717946,11.852772567003193,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.4086090770846451,-0.03352140139425872,0.47275296158396946,0.2219585524486424,0.6222220453717101
54,0.3260114660830582,0.3569401712707497,26.835785847982763,4.601418680475997,11.92384717268132,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.4082722649023442,0.01231498179575568,0.4725517591329446,0.2522354575359096,0.634462925771449
55,0.3246379560964438,0.3565070569557591,26.909238349546687,4.495827501387527,11.423161011240705,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3906252991209416,0.0035144603672533285,0.4787169465135791,0.23018454240448957,0.5482318540472616
56,0.3255717421146192,0.3553510113866839,26.859772241008898,4.67118597694634,11.582097699011166,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.4026226563083558,-0.019975420827723557,0.47456504124646076,0.26680516635720397,0.5756048513022796
57,0.3240976411708138,0.358094328287194,26.837094511523308,4.630692809892216,11.65504364316598,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3836832898915245,0.03576648917734943,0.47266160094600584,0.25834885970525556,0.588168024457103
58,0.3253797756097331,0.360282476733976,26.45177055209885,4.811954179433273,11.521166254050708,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.4001562553532007,0.08022783951408324,0.440319687988387,0.29620220229371097,0.5651108848113228
59,0.3181951272871021,0.35979849189716,26.39084873916472,5.003703807630134,11.49324342816134,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.30784732106332197,0.07039367153567694,0.43520625571161153,0.33624583864999863,0.5603018539503937
60,0.3261360822090812,0.3560116289206468,26.177572770560605,5.201400301369437,11.636217741693564,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.40987334282181337,-0.0065522238507041775,0.41730507764095887,0.3775313763517053,0.5849257186273004
61,0.325654783193365,0.3554530951848014,26.135136610423743,5.248029932923875,11.737044936134968,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.40368957470673594,-0.017901163243197626,0.4137432264665549,0.3872691788546472,0.6022907622518514
62,0.3184139722062886,0.356810613645794,25.63352211985619,5.406612616215188,11.882596788317365,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.31065905802770866,0.009682478977940934,0.3716405443067224,0.4203864649836308,0.62735854556948
63,0.3237266331668894,0.3551769449331652,25.474005730330404,5.285587350197563,11.396903531936715,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.37891654948651365,-0.023512305897449605,0.3582516411275315,0.3951124042831987,0.5437096388243685
64,0.3171758264253199,0.3556168307001691,25.73200943337792,5.157363621592125,11.46488342524433,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.29475126234942595,-0.014574194215097747,0.37990701215395234,0.36833506756131434,0.5554175299287383
65,0.3303494492451996,0.3564457163706202,25.849551829841303,4.584596010203333,10.987793084986183,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.4640070183214334,0.0022680708685281045,0.38977285584798793,0.24872233004108749,0.4732502672439741
66,0.3214348429529464,0.3587904496708372,26.18309060316397,4.556061880996436,11.116836982567415,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.34947144615436043,0.04991109475041649,0.41776821328930847,0.24276346428239506,0.4954749549722681
67,0.321905668329066,0.3591240488764508,26.48468985129038,4.326860079621369,10.984203288229768,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3555206481131162,0.056689552205922034,0.4430827477022665,0.1948985809302014,0.4726320116471207
68,0.3176911285735925,0.3609195037456821,26.732770704919123,4.141551597466507,10.636996358556544,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3013719054217526,0.09317169676612687,0.46390525089282025,0.1562000679634557,0.41283402248432716
69,0.3231165886387065,0.3603048975200668,26.82825688369647,4.067212447782801,10.451659772788704,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.37107864876581276,0.08068341117635906,0.4719198204702877,0.1406756056478688,0.3809142818338594
70,0.3337127092542686,0.3573255106856104,27.13646985837545,3.992841482335408,10.6335802501069,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.5072184509811238,0.02014475712378319,0.4977894736690284,0.12514449915318523,0.41224568049402477
71,0.3218807150789544,0.3516346634733703,27.09003222583643,3.669146958780867,10.568117232305704,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3552000467668242,-0.09548850897767364,0.4938917615418664,0.05754642392545979,0.4009712602722743
72,0.3155386941231901,0.3547893178054258,27.570978525266348,3.1740085018179536,10.15658226358459,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.2737172560466932,-0.031388565641979525,0.5342596726800284,-0.045854789954760056,0.3300943235047488
73,0.316362821677276,0.3528691239023517,27.41833666269639,3.0663166696227098,10.259913882310933,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.2843057125473359,-0.07040530326990074,0.5214477783968383,-0.06834439062580469,0.3478906935904126
74,0.3159965509609569,0.3501668892738446,27.65424443027873,3.3171060364888554,10.292046869835929,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.2795998371910565,-0.125312455792756,0.5412485416210364,-0.015971312757297358,0.3534248228821185
75,0.318181266725976,0.3507575142080854,27.66327555051524,3.402957326653125,10.485363921052254,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.30766923946924074,-0.11331145003032296,0.5420065627548255,0.001957263565816524,0.3867190055313439
76,0.3251685620755815,0.3556843282628394,28.093354130700053,3.6709529175702102,10.810515252211246,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.39744256703198955,-0.013202700071190598,0.5781049253535324,0.05792356758782273,0.4427184517267657
77,0.3330030466803944,0.3624121961393837,28.75955912857362,4.02097136604926,10.876832263334997,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.4981006496694859,0.12350196049158246,0.6340224034292286,0.13101894514181414,0.4541399516266069
78,0.3253790327038144,0.3607764158713927,28.603952978248067,3.9343560668246056,10.929058535746702,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.4001467104387455,0.09026427057341319,0.6209617036040316,0.1129308185693744,0.4631346628630085
79,0.319726216127995,0.3588770290861484,28.41572675483161,3.966873295156076,11.152346153762142,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3275188725240615,0.051670316215377994,0.6051630594107944,0.11972148658195046,0.5015905501773538
80,0.325773904064374,0.3583918157098146,28.30293131856644,4.319122056150932,11.392176068619175,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.40522004915179516,0.041811185339238215,0.5956956486970831,0.19328262682963607,0.5428954477006608
81,0.3246781799415794,0.357024019322351,28.337319079431065,4.359889547600845,11.12612973746552,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3911420982892197,0.014018704229570406,0.5985819627751184,0.2017962214484604,0.4970754070635106
82,0.325353883602136,0.3585135048310753,28.731151046554324,4.6899867208634,11.679977294541509,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3998235927759133,0.04428380672856778,0.6316379897599271,0.27073138076357306,0.5924622423638307
83,0.325537617459578,0.3580331911120038,28.365690473967824,4.5222806616479865,11.026621055580163,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.40218422002053617,0.034524232799028005,0.6009632971047165,0.23570883332440157,0.4799374453108902
84,0.32177645156271,0.3548655445563285,28.20050455688208,4.980295518492248,11.508673474894106,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3538604607999624,-0.029839701678064292,0.5870985258608226,0.3313574170829018,0.5629593060011799
85,0.3226687939604264,0.3566886655547466,28.148311521567653,5.056324974103809,11.512941447591905,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3653253470485231,0.0072045955386673965,0.5827177377892621,0.347234870935121,0.5636943609880439
86,0.3246357108908669,0.3574368318039047,27.769424231479935,5.359273195282793,11.64125273141262,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.39059645254073916,0.022406709345369015,0.5509160824365343,0.41050043508641554,0.5857928737297009
87,0.3211112426176554,0.3544026086931774,27.76537869606296,5.583145211546651,12.240869204782864,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.345313803254503,-0.039246172077853435,0.5505765230836247,0.4572522838066396,0.6890622969816282
88,0.3183022274638417,0.3547528748862578,27.045573900805408,5.759613283378624,11.55058683605334,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.30922335267031775,-0.03212905534632483,0.49016018128783145,0.49410462799830596,0.5701778679081526
89,0.3135998987205203,0.3593840147854055,27.23424922094549,6.349922009094383,12.57966764917495,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.24880745818465588,0.06197184252340098,0.5059965201190213,0.6173805277890327,0.7474121280901163
90,0.3210644012169873,0.3607372847399773,26.93722168174253,6.472553612245004,12.694499578028068,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3447119812053019,0.08946915863962655,0.48106570908597107,0.642990044576781,0.7671891482191906
91,0.3181591230268965,0.3585692598752669,26.250877729527403,6.3358652506542334,12.940608803056502,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3073847354585392,0.04541670269661228,0.42345788113079946,0.6144450137616071,0.8095755049228562
92,0.3210631425703556,0.3595620777682808,26.017864545138803,6.500961745342968,12.85341951475199,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.3446958100130595,0.06558993373438178,0.4039000728420804,0.6489225981990911,0.7945592605119168
93,0.3233867506236273,0.35809383154067,25.58670071717778,6.59823369962718,13.11049688715978,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.37454971148089705,0.03575639570253709,0.3677106206854648,0.6692361852534736,0.8388346151072547
94,0.3189052225698306,0.3571399942034232,25.604777596999806,6.744421970918372,13.350601114644013,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.31697068185280836,0.016375217027042817,0.36922789169716763,0.6997651100299476,0.8801867563405992
95,0.3115893870895309,0.3564567893829647,25.474216703240742,6.435399286156955,13.119754076390535,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.22297624450514242,0.002493065238473727,0.35826934899992224,0.6352309978608975,0.8404289418731968
96,0.3203109767667182,0.351968229179026,24.918723682345924,6.018872106817658,12.598613457153558,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.33503192381777336,-0.08871073221335588,0.31164440785382896,0.5482464072840171,0.7506750849131595
97,0.3067228720157267,0.352847603458065,24.929457704143825,6.048713393222491,13.059436716961017,True,1-MaleNoGlasses-Yawning.avi,Mirror,Male,NoGlasses,Yawning,Yawning,1,train,0.16045087095923272,-0.07084258073809126,0.31254536090951607,0.5544782505080997,0.830040736750421
